id,message,updated_time,location,distance (km),price,total comments,link
142679255268_10155312191550269,"1 room at Luxe (King Street Towers 1) for August
$200 - Waterloo, Ontario

I have one room available for rent from August 6 to August 26.
- Fully Furnished
- Double size bed
- Personal washroom
- Gym in building
- Sauna in building
- Utilities and Internet included
- Walking distance to Bus routes 201, 7, 8, 12, 29",2017-07-28T05:16:25+0000,king street,1.939,$200,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155312191550269"">link</a>"
142679255268_10155416137390269,"2018 Subletting
$630 - Waterloo, Ontario

Winter 2018 Subletting at 268 Philip Street: Looking for someone to takeover
-MUST BE FEMALE
-Furnished: Msg for details.
-Utilities included EXCEPT WIFI
-$615 + $15 for WiFi = $630/month
Price negotiable",2017-09-03T22:10:30+0000,,,$630,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155416137390269"">link</a>"
110354088989367_1620775074613920,"ROOM NOW AVAILABLE ON 203 LESTER FOR 12 MONTH LEASE

(5 Bedroom Suite, Now with only 1 Room Left!)

- Short walk to WLU and UW Campuses
- High-end fixtures and finishes
- Large bedrooms with two bathrooms
- Smart card operated on-site laundry
- On-site management
- On-site tenant parking
- Prime location — making subletting easy
- Convenient access to bus routes and just steps away from many amenities such as restaurants, grocery, doctor's office, nightclubs, ect.
-Attached to Linden Square, Eats and Shop allowing you to get food right from the main lobby of the building",2017-07-23T14:47:50+0000,203 lester,0.66,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1620775074613920"">link</a>"
142679255268_10155424110035269,"Winter sublet for Luxe I- 333 King Street N
$635 - Waterloo, Ontario

Looking for a 3/5 roommates for January 2018-April 2018!

-8-10 minute walk to WLU, 5 minute bus ride to UW (King/Columbia)
- Fully furnished (includes flat screen TV in living room)
- Ensuite bathrooms 
- Laundry facilities 
- 24 hour gym 
- Access to both Luxe 1 and 2 (study lounges, movie theatre, game rooms, etc.)

Message for details!",2017-09-06T17:40:36+0000,333 king street,1.634,$635,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155424110035269"">link</a>"
110354088989367_1629800447044716,"208 Sunview St, 12 Month Lease Takeover. 2 Year old building, 

2 min to Laurier. Bus stop outside the front door. 

$625/Month. (Rent has since raised to $635 if signing new with KW4RENT)

Roommates are 4 males.

Msg for details!",2017-09-01T17:09:09+0000,208 sunview st,0.787,$625,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1629800447044716"">link</a>"
142679255268_10155426633020269,"Fall 2017 Lease takeover
$620 - 202 Lester

1/5 rooms available

Sept 2017 - August 2018

- Unlimited Hi-Speed Internet
- Air conditioned
- Fully Furnished
- 2 bathrooms
- On-site laundry
- On-site tenant parking
- 5 minute walk to UWaterloo and Laurier
- Close to UW Plazas 
- Convenient bus stops (University/Sunview and University/Phillip)

Message if interested!",2017-09-07T23:24:13+0000,202 lester,0.696,$620,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155426633020269"">link</a>"
142679255268_10155206233580269,"4 month Sept Lease
$500 - Waterloo, Ontario

Heyy all! I'm a mature, clean and friendly UW student who is looking for a 4 month sublet this September to finish up my last term of undergrad. I have all my own furniture so unfurnished is fine. It would be ideal to have utilities included, but if not that is fine also. Looking for the $450-500 price range but can go higher if utilities are included. Please message me if you know anyone, I can provide references from past roommates if needed :)",2017-06-29T17:40:15+0000,sage,1.153,$500,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155206233580269"">link</a>"
110354088989367_1588379494520145,"lokkinh for a place to stay from Sept-Dec 2017
$650 - Paris

Looking for a place to stay from Sept-Dec 2017.
Place must have:
-short distance (up to 20 min walk) from WLU
Please message if you are trying to sublet your place for the fall term.",2017-08-11T06:54:37+0000,short,1.605,$650,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1588379494520145"">link</a>"
110354088989367_1664653083559452,a guy by the name of Alif Morshed just fucked me for a semester sublet. be warry before renting or dealing with this individual. Extremely Slimy,2017-09-06T05:17:24+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1664653083559452"">link</a>"
110354088989367_1659557007402393,"Preston House
FREE - Victoria Hills

I'm subletting 1 room in Preston house from January to August 2018 (an 8 month lease)
- Room 1
- All utilities included 
- Quite and clean room.

Please message me for price.",2017-09-02T15:40:32+0000,sage,1.153,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1659557007402393"">link</a>"
110354088989367_1662883643736396,Anyone in a house or apartment close to UW with a parking space they are not using? I would be willing to pay for it for the semester.,2017-09-04T02:03:16+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1662883643736396"">link</a>"
142679255268_10155281384575269,"Je cherche à louer une chambre pour 4 mois, de septembre à décembre. ($800)
Contactez moi si vous avez quelque chose !",2017-07-19T09:27:01+0000,,,$800,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155281384575269"">link</a>"
110354088989367_1645345145490246,"Fall sublet
$1 - Waterloo, Ontario

Looking for a 4 month sublet for 2. 
Requirements- 
1.) Close to uptown or UW
2.) includes all utilities
3.) Close to bus stops
Pls PM if you've got a place. Thanks",2017-08-17T12:42:07+0000,,,$1,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1645345145490246"">link</a>"
110354088989367_1653764737981620,"kitchen table ! Just need to get rid of it!
$5 - Central District

Great condition. Don't need it at my new place. Best offer gets it!!! Really just need it off my hands",2017-08-25T15:52:57+0000,,,$5,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1653764737981620"">link</a>"
142679255268_10155420044205269,"1 Bedroom in 2 Bedroom Apartment (The Hub), 8 Month Sublet (Jan - Aug)
$850

1/2 bedrooms at The Hub, with your own bathroom, and a balcony, from January 2018 to August 2018.

Message me for more details!",2017-09-05T15:32:59+0000,hub,3.921,$850,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155420044205269"">link</a>"
110354088989367_1659669367391157,"4/8/12 month lease for a room at the Hub (Female) available
$850 - Waterloo, Ontario

One room with an ensuite washroom in a 2 bedroom suite at the Hub available starting September 15th. 4/8 month sublet or lease takeover available.",2017-09-03T01:57:50+0000,hub,3.921,$850,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1659669367391157"">link</a>"
142679255268_10155345709845269,"Room in Leslieville, Toronto
$900 - Toronto, Ontario

Looking for one person to sublet a room in a four bedroom house in Fall (Sept-Dec). You'll be living with 3 UWaterloo fourth year students. We're clean and reaIly friendly so looking for someone with that same vibe. One of our roommates also has a small dog (morky) so you'd have to be okay with him too 😊

********** Inbox me for pictures ***********
 
- Bathroom would be shared with 2 other girls
- utilities included
- easy access to streetcar/bus going straight into downtown. 
- Newly renovated and fully furnished",2017-08-08T18:15:00+0000,,,$900,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155345709845269"">link</a>"
110354088989367_1665960590095368,"Bedroom basement unit, all inclusive, 4 months lease
$950

one bedroom basement unit, private bath, kitchen and entrance; all inclusive; no parking, no pets due to allergies; ONE person only; m2j 4g1

very close the fairview mall, seneca, 4 months lease only, may consider 8.",2017-09-07T18:18:17+0000,,,$950,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1665960590095368"">link</a>"
142679255268_10155427631600269,"WANTED: 1 Bedroom Unit - Winter 2018
$1 - Waterloo, Ontario

Looking for a 1 bedroom unit for Winter 2018. Preferably Sage. 

Please message.",2017-09-08T22:32:01+0000,sage,1.153,$1,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155427631600269"">link</a>"
142679255268_10155399413105269,"Hi everyone! We've opened 3 new studies at the University of Waterloo's CCLR. Participants get $20/hr for their time and all study products are provided. Go to www.cclr.ca for a list of studies and to register. We need:

- People over 17 who wear contact lenses
- People over 19 who do not wear contact lenses
- People over 17 who have dry eyes

If you have questions, send us an email at cclrstudies@uwaterloo.ca",2017-08-30T02:51:29+0000,,,$20,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155399413105269"">link</a>"
142679255268_10155228855435269,"K2 One Bedroom Suite Starting from 2017 Fall
$1,290 - 滑铁卢 (安大略省)

💫GREAT SUITE RECOMMEND, Only for 12 months LEASE. K2  one bedroom suite. Fully furnished with ensuite laundry. 
Great location: 158 King st N, 3mins walking to Laurier& 5mins bus to UW.
 All included except hydro. Now there is 600 cash back promotion in total. 
Amenties： sauna, gym, study room, party room and barbecue square. Message me or contact me asap on wechat: imyimyz email: zhangxinfang1994@gmail.com",2017-08-18T17:04:04+0000,158 king st,1.421,"$1,290",1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155228855435269"">link</a>"
142679255268_10155427316925269,"4/8 Month Sublet / Lease Takeover from January to August 2018
$1

228 Albert - Accommod8u
1 Bedroom + Den with Balcony
January 2018 - August 2018 (4/8 months)
- Includes water, gas, and high speed internet
- Fashionably furnished suites
- Community rooftop terrace
- Wide balcony
- Parking and bicycle storage
- Energy efficient, low cost LED lighting
- 24-hour security & quick response maintenance
- Walk-in closet
- On-site laundry
- One bathroom
- Within walking distance of local amenities
- 1 minute walk to bus stop (University)
- 10 min walk to UW and 3 min to Laurier
- Presotea in the building (bubble tea everyday!!!)
For more details: https://www.accommod8u.com/228-albert-st",2017-09-08T17:57:12+0000,228 albert,0.889,$1,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155427316925269"">link</a>"
110354088989367_1661134180578009,"3 Bedroom Townhouse
$1,375

https://www.youtube.com/watch?v=A9vmSWo575s&t=28s",2017-09-02T06:36:19+0000,,,"$1,375",1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1661134180578009"">link</a>"
110354088989367_1667140769977350,"Keys found in uptown Waterloo
FREE - Toronto, Ontario

If anyone lost their keys near Waterloo public square I've found them let me know if they're yours",2017-09-08T23:36:09+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1667140769977350"">link</a>"
142679255268_10155322574570269,"K2 Luxury Condo
$1,620 - Waterloo, Ontario

-May 2018 to August 2018
-$1620 for whole unit
-2 bedroom
-king street towers
-all inclusive!
-ensuite washer and dryer
-ensuite bathrooms",2017-08-18T16:59:45+0000,king street,1.939,"$1,620",1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155322574570269"">link</a>"
110354088989367_1629406537084107,"K2 Luxury Condo Sublet
$1,620 - Waterloo, Ontario

-May 2018 to August 2018
-$1620 for whole unit
-2 bedroom
-king street towers
-all inclusive!
-ensuite washer and dryer
-ensuite bathrooms",2017-08-01T03:23:05+0000,king street,1.939,"$1,620",1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1629406537084107"">link</a>"
110354088989367_1658607164164044,"8 month or 1 year lease @ 259 BUTTONBUSH ST, WATERLOO
$1,700 - Waterloo, Ontario

3 bedroom & 3 bathroom- non furnished- 15 minute bus ride to UW. message for further inquiries.",2017-09-03T04:48:15+0000,sage,1.153,"$1,700",1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1658607164164044"">link</a>"
142679255268_10155220476285269,"Needs a pet friendly place
$100,000,000 - Waterloo/Kitchener

Needs parking
Looking to rent for 4 or 8 months",2017-08-08T13:23:43+0000,,,"$100,000,000",1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155220476285269"">link</a>"
142679255268_10155351595315269,"Fall 2017 sublet
$999,999 - Mississauga, Ontario

Looking for 1 room for September 2017 - December 2017. 
Close to UW/WLU
Preferably Furnished 
Price Negotiable 
Message me if you have anything ^",2017-08-11T03:25:05+0000,sage,1.153,"$999,999",1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155351595315269"">link</a>"
142679255268_10155171602610269,"Lease transfer Sept 2017- August 2018 at Blairhouse
$780 - Blair House

Lease take over of 1 room at Blairhouse (256 Phillip street) from Sep.2017-Aug.2018

Close to campus
Ensuited bathroom
Fully furnished
Gym, laundry, study room all inclusive

Msg me for more details! Thanks!",2017-06-20T17:52:03+0000,256 phillip street,0.535,$780,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155171602610269"">link</a>"
110354088989367_1666288213395939,"ICON - sublet available for girl. Starting from october. PM for details. Price negotiable.
$750 - Victoria Hills",2017-09-08T02:13:12+0000,icon,0.761,$750,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1666288213395939"">link</a>"
110354088989367_1622024694488958,"ENSUITE AVAILABLE IN EVERY SPACIOUS BEDROOM
$650 - Waterloo (Canadá)

Our building is conveniently located at 185 King Street N (right next to WLU's Science Building). 

RENT START AT $650-$690 (PRICED ON ROOM SIZE) 
ALL APARTMENTS COME WITH 5 BEDROOMS/5 BATHROOMS FULLY EQUIPPED KITCHEN AND FURNISHED COMMON AREA
1 YEAR RENTALS ONLY (SEPT-AUG)
• EN-SUITE BATHROOM: YES IN EVERY BEDROOM!!
• LAUNDRY ROOM: ON EACH FLOOR (2 WASHERS/2 DRYERS) 
• UTILITIES: ALL INCLUSIVE (HYDRO IS EXTRA) 
• FREE HIGH SPEED INTERNET PROVIDED
• A/C: YES! 
• FURNISHED: KITCHEN AND COMMON AREA 
• VERY LARGE BEDROOMS! 
• PARKING AVAILABLE  

For more information, to schedule a viewing or to start the renting process, please call 519-588-0352 or (519) 572-0805 
https://www.youtube.com/watch?v=ZbRB0kBAJMk",2017-07-24T17:59:27+0000,185 king street,1.367,$650,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1622024694488958"">link</a>"
110354088989367_1645415132149914,Lost my roommate for this upcoming year very last minute anyone subletting still??,2017-08-16T16:56:43+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1645415132149914"">link</a>"
110354088989367_1625440670814027,"ENSUITE AVAILABLE IN EVERY SPACIOUS BEDROOM AT 185 KING ST. N.
$650 - Waterloo, Ontario

Our building is conveniently located at 185 King Street N (right next to WLU's Science Building). 

RENT START AT $650-$690 (PRICED ON ROOM SIZE) 
ALL APARTMENTS COME WITH 5 BEDROOMS/5 BATHROOMS FULLY EQUIPPED KITCHEN AND FURNISHED COMMON AREA
1 YEAR RENTALS ONLY (SEPT-AUG)
• EN-SUITE BATHROOM: YES IN EVERY BEDROOM!!
• LAUNDRY ROOM: ON EACH FLOOR (2 WASHERS/2 DRYERS) 
• UTILITIES: ALL INCLUSIVE (HYDRO IS EXTRA) 
• FREE HIGH SPEED INTERNET PROVIDED
• A/C: YES! 
• FURNISHED: KITCHEN AND COMMON AREA 
• VERY LARGE BEDROOMS! 
• PARKING AVAILABLE  

For more information, to schedule a viewing or to start the renting process, please call 519-588-0352 or (519) 572-0805 
https://www.youtube.com/watch?v=ZbRB0kBAJMk",2017-07-27T21:32:54+0000,185 king st,1.367,$650,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1625440670814027"">link</a>"
110354088989367_1632486503442777,"Asking for one-year lease takeover in 315 King or 328 Regina. Starting from September, 2017
Please let me know if you want me to takeover your lease. 
Thank you",2017-08-03T21:54:28+0000,315 king,1.6,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1632486503442777"">link</a>"
142679255268_10155312312385269,"251 Lester Street - Winter 2018
$660 - University of Waterloo

Subletting two rooms for Winter 2018 (Jan 2018 - April 2018). 

251 LESTER STREET 

* All inclusive (Hydro, Wifi and etc).
* Furnished 
* Short walk to WLU and UW 
* Female Unit
*Smart card operated on-site laundry
*On-site management
*Night time security
* On-site tenant parking
*24/7 on-call emergency maintenance services
*Convenient access to bus routes & future LRT

Message if you are interested :) Price negotiable.",2017-09-06T19:27:06+0000,251 lester street,0.647,$660,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155312312385269"">link</a>"
110354088989367_1637588479599246,"Hi,
I'm a graduate student in UW.
I'm looking for a room for 3 months (Sep, Oct and Nov).
please msg me.

Thanks
Marjan",2017-08-08T23:43:26+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1637588479599246"">link</a>"
110354088989367_1664457160245711,"WINTER SUBLET (January - April 2018)
$670 - Wilfrid Laurier University

168 King Street N. (The Marq)

- Fully furnished
- On-site laundry and gym 
- Ensuite bathroom
- Dishwasher
- Air Conditioned
- Right in front of bus stop for the 7
- 2 minute walk from Laurier, 15 minutes from UW 
- Utilities included (hydro, internet, etc.)
- Room is available for the winter term (January  to April) 
- One bedroom available",2017-09-06T20:44:06+0000, laurier,1.217,$670,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1664457160245711"">link</a>"
142679255268_10155320864640269,"Winter Sublet 2018
$675 - Waterloo, Ontario

A bedroom with ensuite at 185 king street north 
Upgraded appliances, double beds 
Free wifi 
Study lounge 
Walking distance to Laurier, 10mins bus ride and UW and down the street from Phils 
Message me for details!",2017-07-31T03:59:29+0000,185 king street,1.367,$675,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155320864640269"">link</a>"
110354088989367_1628801150477979,"Winter Sublet 2018
$675 - Waterloo, Ontario

A bedroom with ensuite at 185 king street north 
Upgraded appliances, double beds 
Free wifi 
Study lounge 
Walking distance to Laurier, 10mins bus ride and UW and down the street from Phils 
Message me for details!",2017-07-31T02:28:14+0000,185 king street,1.367,$675,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1628801150477979"">link</a>"
142679255268_10155356601785269,"🔥Help needed to find place close to UW
$40 - Waterloo, Ontario

Looking for someone to help find place for two clean and nice guys up to 650$. Furnished, with everything for Sept - Jan/May
Will pay 20 for a checked lead and another 20 upon signed lease.
We will really appreciate support!",2017-08-12T17:32:15+0000,,,$40,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155356601785269"">link</a>"
110354088989367_1664559806902113,"Sublet for Winter term
$690 - MyRez on Lester

- 4 month sublet (January to April)
- One bedroom in a 5 bedroom apartment
- All utilities included in $690/month rent (price is negotiable)
- Community Center
- Fitness Center
- Located at 181 Lester, the building is a 4-6 minutes walk from both UW and Laurier
- Laundry and Dryer machines available for use",2017-09-06T02:41:36+0000, lester,0.696,$690,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1664559806902113"">link</a>"
142679255268_10155251246370269,"Fall 2017 Sublet
$700 - Waterloo, Ontario

Looking for a place on Philip, Lester or Sunview for the Sept - Dec Fall 2017 term.

Looking for a place that is:
- clean
- quiet at night

Please message with details
Thanks!",2017-07-11T00:48:01+0000, lester,0.696,$700,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155251246370269"">link</a>"
110354088989367_1649723491719078,"CLV SOUTH ROOM
FREE - University of Waterloo

If anyone's interested in staying on res at waterloo clvs a great option, msg me if youre interested about taking the room. Don't forget this is a university residence so only 8 month rents are available and you must be an undergrad uw student",2017-08-28T14:46:54+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1649723491719078"">link</a>"
110354088989367_1645823152109112,"Need free or cheap beds/desks/whatever furniture
FREE - Waterloo, Ontario

Need 3 beds or 2 desks, anything going curbside or maybe even some chairs, toasters, microwaves or any kitchen appliances, or anything cute for a brand new empty house. Waterloo, If you're close by let me know. Will have a truck and 2 men 9-5 Saturday and can pick everything up.",2017-08-17T05:22:28+0000,,,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1645823152109112"">link</a>"
142679255268_10155398930540269,"Seeking Fall 2017 Sublet
$700 - Waterloo, Ontario

Looking for a 4 month fall Sublet, Sept - Dec. Ensuite preferred.",2017-08-28T15:31:52+0000,,,$700,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155398930540269"">link</a>"
142679255268_10155398926355269,"Subletting room from apr-sept pm for more details! 
$700 - Waterloo, Ontario",2017-08-28T15:30:08+0000,,,$700,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155398926355269"">link</a>"
110354088989367_1665407523484008,"selling Math 137/138 Stewart Calculus 7E 7th edition
$30

Selling Math137 7th edition with solutions $30",2017-09-06T23:16:43+0000,,,$30,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1665407523484008"">link</a>"
110354088989367_1593280250696736,"3 bedroom, 3 bathroom appartment - Luxe King Street Towers Phase 1
$700 - Waterloo, Ontario

Looking for three people to take over a lease in Luxe King Street Towers, phase 1. Three bedroom, 3 bathroom, fully furnished, kitchen and living room. Lease starting September 2017, can be either two or three year lease.",2017-07-27T14:15:48+0000, king street,1.939,$700,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1593280250696736"">link</a>"
110354088989367_1611496758875085,"5-Bedroom 4-Month Sublet for Winter 2018
$1 - Waterloo, Ontario

Searching for a 5 bedroom sublet for Winter 2018.
Areas close to UW campus (such as Lester) preferred.",2017-08-16T08:08:23+0000, lester,0.696,$1,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1611496758875085"">link</a>"
110354088989367_1643511162340311,"WINTER SUBLET: JAN 2018-APRIL 2019

-Subletting 1/4 bedrooms at 173 King St N (The MARQ)
-2 full bathrooms (sharing w/ one girl)
-open concept kitchen
-fully furnished unit
-right in front of major bus routes
-parking is available
-30 second walk to WLU & very short walk to uptown waterloo

Please feel free to message me if you have any questions! :)",2017-08-23T15:41:15+0000,173 king st,1.368,,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1643511162340311"">link</a>"
110354088989367_1656576037700490,"Hi everyone! We've opened 3 new studies at the University of Waterloo's CCLR. Participants get $20/hr for their time and all study products are provided. Go to www.cclr.ca for a list of studies and to register. We need:

- People over 17 who wear contact lenses
- People over 19 who do not wear contact lenses
- People over 17 who have dry eyes

If you have questions, send us an email at cclrstudies@uwaterloo.ca",2017-08-29T02:21:38+0000,,,$20,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1656576037700490"">link</a>"
142679255268_10155387642200269,"2 or 3 bedroom unit 
$750 - Meadowvale, Ontario

Looking for a 2 or 3 bedroom unit starting in September. Preferably looking for units with big bedrooms.",2017-08-24T13:48:36+0000,,,$750,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155387642200269"">link</a>"
142679255268_10155322370460269,"4 month Winter Sublet 2018
$675 - WLU

Females only please inquire! 
Spacious with ensuite at 185 king street north 
Furnished 
Upgraded appliances, double beds 
Free wifi 
Study lounge 
Walking distance to Laurier, 10mins bus ride and UW and down the street from Phils 
Close to all the food places and plaza 
Hydro extra 
Message me for details!",2017-07-31T15:07:17+0000,185 king street,1.367,$675,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155322370460269"">link</a>"
110354088989367_1624503250907769,"Domus Housing - Lease Takeover (September 2017 - April 2018)
$625 - Waterloo, Ontario

- 74 Marshall St.
- 5 bedrooms (each with individual bathroom)
- Utilities are included, except hydro
- 25 minute bus ride to University of Waterloo, 8 minute walk to Laurier 
- Other 4 roommates are female
- The floor plan is Style B

https://www.domushousing.com/bd288-74-marshall-st-waterloo-for-rent",2017-07-26T21:25:09+0000,74 marshall st,1.79,$625,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1624503250907769"">link</a>"
142679255268_10155282259395269,"4/8 Month Sublet
$1 - Waterloo, Ontario

Anyone have a four or eight month sublet? Price very negotiable. Apartment preferred.",2017-07-19T17:46:52+0000,,,$1,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155282259395269"">link</a>"
142679255268_10155358887040269,"WCRI 4 month sublet Jan-April for female
$595 - Victoria Hills

-WCRI 4 month sublet from January-April.
-1 bedroom in a 3 bedroom suite. 
-Utilities included
-furnished
-right across from UW plaza and only 5 minute walk to UW campus. 
-10 minute walk to Laurier. 
***For females only please. 

Let me know if you're interested!",2017-08-13T19:43:41+0000, laurier,1.217,$595,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155358887040269"">link</a>"
110354088989367_1650822578275836,"Winter 2018 Sublet 43 Ezra Ave Available 
$500

1-2 rooms available for Winter 2018
1 minute walk from Wilfrid Laurier University
Fully furnished",2017-09-01T02:11:22+0000,43 ezra ave,1.156,$500,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1650822578275836"">link</a>"
110354088989367_1637674972923930,"SPACIOUS ENSUITE AVAILABLE AT 49 COLUMBIA ST. W.
$580
Waterloo, Ontario
WALKING DISTANCE TO BOTH LAURIER AND UW
ROOMS START AT $580-$680 (PRICED ON ROOM SIZE) 
1 YEAR RENTALS ONLY (SEPT-AUG) 
ALL APARTMENTS COME WITH 5 BEDROOMS/5 BATHROOMS FULLY EQUIPPED KITCHEN & FURNISHED COMMON AREA
RENT INCLUDES HEAT, WATER, AC AND FREE LAUNDRY IN APARTMENT (HYDRO IS EXTRA)
FREE INTERNET PROVIDED
LIMITED NUMBER OF BEDROOMS AVAILABLE!!!!!
CALL 519-588-0352 OR 519-572-7375 TO BOOK A TOUR!
",2017-08-09T04:05:42+0000,49 columbia st,1.444,$580,1,"<a href=""https://www.facebook.com/groups/110354088989367/permalink/1637674972923930"">link</a>"
142679255268_10155413391765269,"8 Month Lease Takeover/Sublet @ 17 Fir Street
$585 - Victoria Hills

• Less than 5 minute walk to WLU 
• Large bedrooms
• Two bathrooms
• Fully Furnished and All INCLUSIVE
• On site Laundry
• Free Parking
• Easy access to all bus routes 
• Less than 5 minute walk to King/Uni Plaza
• 5 minute walk to PHILS
• FREE unlimited Internet
•FEMALES only unit

Message me for more details!",2017-09-04T23:44:26+0000,17 fir street,1.412,$585,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155413391765269"">link</a>"
142679255268_10155299278885269,"STILL AVAILABLE: Room for rent in Ottawa
$500 - Ottawa, Ontario

Hi everyone,

I have a room available in my apartment starting in September, I'm looking to see if any co-op students are interested. I live near Brittania beach close by the Lincoln fields bus station. If anyone is interested, or knows someone who would be, please let me know and I can get back to you with the details.",2017-07-24T21:13:43+0000,,,$500,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155299278885269"">link</a>"
142679255268_10155338592960269,"I need a sublet for september 1st
$1 - Waterloo, Ontario

Hello all,
I am in need for a place I'll be willing to pay fairly but I am on a budget. (Please nothing more than $600/month) 
Hydro, heat, internet and all other utilities must be included. I need something clean and close to UW or UWL. If possible a two bedroom or 3 bedroom place I'll talk all rooms. (If not possible I'm still interested) I'm also willing to be there for a full year but prefer a 4-8 month lease. I like apartments and townhouses but will take a house for a good price. I will also prefer to have my own bathroom. I haven't never missed rent from any of my previous landlord and sublets, I am clean and responsible and often not home. 
If anyone can meet these requirements please message me. 
Thanks guys!",2017-08-07T14:23:17+0000,sage,1.153,$1,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155338592960269"">link</a>"
142679255268_10155333655710269,"WANTED: 2 BEDROOMS
$525 - Waterloo, Ontario

Looking for 2 bedrooms in a house/apartment at a safe/convenient location for $525 or under. Please message if you have something available",2017-08-04T18:53:43+0000,sage,1.153,$525,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155333655710269"">link</a>"
142679255268_10153482664570269,"1 room available for sublet - Winter 2016 at 181 Lester St.
- 5 mins walk to UWaterloo and Laurier 
- fully furnished
- all utilities included (hydro, internet + TV with cable)
- free in suite laundry (washer + dryer)
- 2.5 bathrooms
- 18th floor student lounge center including:
Modern open concept study/lounge area
Conference rooms
Business Centre
Fitness facilities (treadmills, elliptical, free weights, cable machine)  
Games room
TV area 
Vending machines
Great view of the City

Price is negotiable.
Message me for more details:)
",2017-08-09T04:43:35+0000,181 lester st,0.698,,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10153482664570269"">link</a>"
142679255268_10155229385650269,"Can the mods ban these bots spamming comments with ""check out roomster""",2017-07-04T21:14:45+0000,,,,1,"<a href=""https://www.facebook.com/groups/142679255268/permalink/10155229385650269"">link</a>"
